time(s),rank-worker,number-of-nodes,algorithm,thing-measured
102.116200,1,4,GPU-Cuda,init-A-B-C
1.337848,1,4,GPU-Cuda,Copy-A-and-C-to-device
5.591719,1,4,GPU-Cuda,compute-col-block-B
0.000002,1,4,GPU-Cuda,get-ready-allgatherv
6.664241,1,4,GPU-Cuda,perform-allgatherv
1.342067,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.702734,1,4,GPU-Cuda,compute-block-C-result
0.268562,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.025834,1,4,GPU-Cuda,move-block-C-to-global-C
6.107438,1,4,GPU-Cuda,compute-col-block-B
0.000001,1,4,GPU-Cuda,get-ready-allgatherv
6.692330,1,4,GPU-Cuda,perform-allgatherv
1.338069,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.257263,1,4,GPU-Cuda,compute-block-C-result
0.268422,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.030852,1,4,GPU-Cuda,move-block-C-to-global-C
6.165930,1,4,GPU-Cuda,compute-col-block-B
0.000002,1,4,GPU-Cuda,get-ready-allgatherv
6.687890,1,4,GPU-Cuda,perform-allgatherv
1.344204,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.258698,1,4,GPU-Cuda,compute-block-C-result
0.268479,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.030988,1,4,GPU-Cuda,move-block-C-to-global-C
6.236227,1,4,GPU-Cuda,compute-col-block-B
0.000002,1,4,GPU-Cuda,get-ready-allgatherv
6.667927,1,4,GPU-Cuda,perform-allgatherv
1.350372,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.258872,1,4,GPU-Cuda,compute-block-C-result
0.268569,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.026836,1,4,GPU-Cuda,move-block-C-to-global-C
102.175536,2,4,GPU-Cuda,init-A-B-C
1.327491,2,4,GPU-Cuda,Copy-A-and-C-to-device
5.638065,2,4,GPU-Cuda,compute-col-block-B
0.000002,2,4,GPU-Cuda,get-ready-allgatherv
6.566458,2,4,GPU-Cuda,perform-allgatherv
1.335330,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.721872,2,4,GPU-Cuda,compute-block-C-result
0.268957,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.025786,2,4,GPU-Cuda,move-block-C-to-global-C
5.909317,2,4,GPU-Cuda,compute-col-block-B
0.000001,2,4,GPU-Cuda,get-ready-allgatherv
6.898559,2,4,GPU-Cuda,perform-allgatherv
1.338896,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.269594,2,4,GPU-Cuda,compute-block-C-result
0.268879,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.031035,2,4,GPU-Cuda,move-block-C-to-global-C
5.948579,2,4,GPU-Cuda,compute-col-block-B
0.000002,2,4,GPU-Cuda,get-ready-allgatherv
6.917677,2,4,GPU-Cuda,perform-allgatherv
1.346403,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.273528,2,4,GPU-Cuda,compute-block-C-result
0.268755,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.031596,2,4,GPU-Cuda,move-block-C-to-global-C
5.967105,2,4,GPU-Cuda,compute-col-block-B
0.000002,2,4,GPU-Cuda,get-ready-allgatherv
6.884721,2,4,GPU-Cuda,perform-allgatherv
1.348759,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.270110,2,4,GPU-Cuda,compute-block-C-result
0.268689,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.026084,2,4,GPU-Cuda,move-block-C-to-global-C
102.153539,3,4,GPU-Cuda,init-A-B-C
1.343560,3,4,GPU-Cuda,Copy-A-and-C-to-device
5.584711,3,4,GPU-Cuda,compute-col-block-B
0.000002,3,4,GPU-Cuda,get-ready-allgatherv
6.636340,3,4,GPU-Cuda,perform-allgatherv
1.356037,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.693323,3,4,GPU-Cuda,compute-block-C-result
0.268621,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.025666,3,4,GPU-Cuda,move-block-C-to-global-C
5.862230,3,4,GPU-Cuda,compute-col-block-B
0.000002,3,4,GPU-Cuda,get-ready-allgatherv
6.849248,3,4,GPU-Cuda,perform-allgatherv
1.348391,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.271064,3,4,GPU-Cuda,compute-block-C-result
0.268532,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.026244,3,4,GPU-Cuda,move-block-C-to-global-C
5.854771,3,4,GPU-Cuda,compute-col-block-B
0.000002,3,4,GPU-Cuda,get-ready-allgatherv
6.958529,3,4,GPU-Cuda,perform-allgatherv
1.364857,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.270017,3,4,GPU-Cuda,compute-block-C-result
0.268737,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.027169,3,4,GPU-Cuda,move-block-C-to-global-C
5.925122,3,4,GPU-Cuda,compute-col-block-B
0.000001,3,4,GPU-Cuda,get-ready-allgatherv
6.913654,3,4,GPU-Cuda,perform-allgatherv
1.370724,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.267401,3,4,GPU-Cuda,compute-block-C-result
0.268550,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.025864,3,4,GPU-Cuda,move-block-C-to-global-C
102.229380,0,4,GPU-Cuda,init-A-B-C
1.353936,0,4,GPU-Cuda,Copy-A-and-C-to-device
5.650119,0,4,GPU-Cuda,compute-col-block-B
0.000003,0,4,GPU-Cuda,get-ready-allgatherv
6.483788,0,4,GPU-Cuda,perform-allgatherv
1.364384,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.722605,0,4,GPU-Cuda,compute-block-C-result
0.278706,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.042850,0,4,GPU-Cuda,move-block-C-to-global-C
5.906021,0,4,GPU-Cuda,compute-col-block-B
0.000002,0,4,GPU-Cuda,get-ready-allgatherv
6.529521,0,4,GPU-Cuda,perform-allgatherv
1.355934,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.263142,0,4,GPU-Cuda,compute-block-C-result
0.276918,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.046116,0,4,GPU-Cuda,move-block-C-to-global-C
5.946847,0,4,GPU-Cuda,compute-col-block-B
0.000002,0,4,GPU-Cuda,get-ready-allgatherv
6.562568,0,4,GPU-Cuda,perform-allgatherv
1.368614,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.255517,0,4,GPU-Cuda,compute-block-C-result
0.285588,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.035318,0,4,GPU-Cuda,move-block-C-to-global-C
5.961519,0,4,GPU-Cuda,compute-col-block-B
0.000002,0,4,GPU-Cuda,get-ready-allgatherv
6.582044,0,4,GPU-Cuda,perform-allgatherv
1.374387,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.255727,0,4,GPU-Cuda,compute-block-C-result
0.279279,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.045582,0,4,GPU-Cuda,move-block-C-to-global-C
102.128644,1,4,GPU-Cuda,init-A-B-C
1.354536,1,4,GPU-Cuda,Copy-A-and-C-to-device
5.594368,1,4,GPU-Cuda,compute-col-block-B
0.000003,1,4,GPU-Cuda,get-ready-allgatherv
6.461135,1,4,GPU-Cuda,perform-allgatherv
1.356742,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.700407,1,4,GPU-Cuda,compute-block-C-result
0.268777,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.026264,1,4,GPU-Cuda,move-block-C-to-global-C
6.146284,1,4,GPU-Cuda,compute-col-block-B
0.000002,1,4,GPU-Cuda,get-ready-allgatherv
6.517853,1,4,GPU-Cuda,perform-allgatherv
1.367546,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.253926,1,4,GPU-Cuda,compute-block-C-result
0.268329,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.025700,1,4,GPU-Cuda,move-block-C-to-global-C
6.201980,1,4,GPU-Cuda,compute-col-block-B
0.000002,1,4,GPU-Cuda,get-ready-allgatherv
6.582647,1,4,GPU-Cuda,perform-allgatherv
1.373536,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.257609,1,4,GPU-Cuda,compute-block-C-result
0.268358,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.030199,1,4,GPU-Cuda,move-block-C-to-global-C
6.220202,1,4,GPU-Cuda,compute-col-block-B
0.000001,1,4,GPU-Cuda,get-ready-allgatherv
6.532311,1,4,GPU-Cuda,perform-allgatherv
1.375038,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.252983,1,4,GPU-Cuda,compute-block-C-result
0.268404,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.026041,1,4,GPU-Cuda,move-block-C-to-global-C
102.091636,2,4,GPU-Cuda,init-A-B-C
1.332521,2,4,GPU-Cuda,Copy-A-and-C-to-device
5.597724,2,4,GPU-Cuda,compute-col-block-B
0.000002,2,4,GPU-Cuda,get-ready-allgatherv
6.517572,2,4,GPU-Cuda,perform-allgatherv
1.329234,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.738396,2,4,GPU-Cuda,compute-block-C-result
0.268896,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.023875,2,4,GPU-Cuda,move-block-C-to-global-C
5.875424,2,4,GPU-Cuda,compute-col-block-B
0.000001,2,4,GPU-Cuda,get-ready-allgatherv
6.750770,2,4,GPU-Cuda,perform-allgatherv
1.366342,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.261704,2,4,GPU-Cuda,compute-block-C-result
0.268476,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.024439,2,4,GPU-Cuda,move-block-C-to-global-C
5.924801,2,4,GPU-Cuda,compute-col-block-B
0.000002,2,4,GPU-Cuda,get-ready-allgatherv
6.856046,2,4,GPU-Cuda,perform-allgatherv
1.363024,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.265944,2,4,GPU-Cuda,compute-block-C-result
0.268456,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.029457,2,4,GPU-Cuda,move-block-C-to-global-C
5.940111,2,4,GPU-Cuda,compute-col-block-B
0.000001,2,4,GPU-Cuda,get-ready-allgatherv
6.835341,2,4,GPU-Cuda,perform-allgatherv
1.359019,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.266923,2,4,GPU-Cuda,compute-block-C-result
0.268511,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.024948,2,4,GPU-Cuda,move-block-C-to-global-C
102.068756,3,4,GPU-Cuda,init-A-B-C
1.326936,3,4,GPU-Cuda,Copy-A-and-C-to-device
5.577891,3,4,GPU-Cuda,compute-col-block-B
0.000001,3,4,GPU-Cuda,get-ready-allgatherv
6.597280,3,4,GPU-Cuda,perform-allgatherv
1.325946,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.702638,3,4,GPU-Cuda,compute-block-C-result
0.268884,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.025886,3,4,GPU-Cuda,move-block-C-to-global-C
5.842366,3,4,GPU-Cuda,compute-col-block-B
0.000002,3,4,GPU-Cuda,get-ready-allgatherv
6.761062,3,4,GPU-Cuda,perform-allgatherv
1.338242,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.262226,3,4,GPU-Cuda,compute-block-C-result
0.268599,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.026431,3,4,GPU-Cuda,move-block-C-to-global-C
5.887038,3,4,GPU-Cuda,compute-col-block-B
0.000002,3,4,GPU-Cuda,get-ready-allgatherv
6.883269,3,4,GPU-Cuda,perform-allgatherv
1.333702,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.256728,3,4,GPU-Cuda,compute-block-C-result
0.268582,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.026680,3,4,GPU-Cuda,move-block-C-to-global-C
5.926201,3,4,GPU-Cuda,compute-col-block-B
0.000001,3,4,GPU-Cuda,get-ready-allgatherv
6.888706,3,4,GPU-Cuda,perform-allgatherv
1.360504,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.258504,3,4,GPU-Cuda,compute-block-C-result
0.268509,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.026154,3,4,GPU-Cuda,move-block-C-to-global-C
102.157344,2,4,GPU-Cuda,init-A-B-C
1.335734,2,4,GPU-Cuda,Copy-A-and-C-to-device
5.601321,2,4,GPU-Cuda,compute-col-block-B
0.000002,2,4,GPU-Cuda,get-ready-allgatherv
6.560757,2,4,GPU-Cuda,perform-allgatherv
1.319906,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.753950,2,4,GPU-Cuda,compute-block-C-result
0.269469,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.024416,2,4,GPU-Cuda,move-block-C-to-global-C
5.941309,2,4,GPU-Cuda,compute-col-block-B
0.000002,2,4,GPU-Cuda,get-ready-allgatherv
6.796220,2,4,GPU-Cuda,perform-allgatherv
1.313901,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.262280,2,4,GPU-Cuda,compute-block-C-result
0.268978,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.024700,2,4,GPU-Cuda,move-block-C-to-global-C
5.954699,2,4,GPU-Cuda,compute-col-block-B
0.000002,2,4,GPU-Cuda,get-ready-allgatherv
6.938991,2,4,GPU-Cuda,perform-allgatherv
1.310911,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.262238,2,4,GPU-Cuda,compute-block-C-result
0.268988,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.024038,2,4,GPU-Cuda,move-block-C-to-global-C
5.966639,2,4,GPU-Cuda,compute-col-block-B
0.000001,2,4,GPU-Cuda,get-ready-allgatherv
6.938539,2,4,GPU-Cuda,perform-allgatherv
1.310824,2,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.267871,2,4,GPU-Cuda,compute-block-C-result
0.269048,2,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.024753,2,4,GPU-Cuda,move-block-C-to-global-C
102.154853,1,4,GPU-Cuda,init-A-B-C
1.364798,1,4,GPU-Cuda,Copy-A-and-C-to-device
5.610216,1,4,GPU-Cuda,compute-col-block-B
0.000002,1,4,GPU-Cuda,get-ready-allgatherv
6.526588,1,4,GPU-Cuda,perform-allgatherv
1.346462,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.696150,1,4,GPU-Cuda,compute-block-C-result
0.269082,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.027923,1,4,GPU-Cuda,move-block-C-to-global-C
6.158030,1,4,GPU-Cuda,compute-col-block-B
0.000002,1,4,GPU-Cuda,get-ready-allgatherv
6.601050,1,4,GPU-Cuda,perform-allgatherv
1.331219,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.253986,1,4,GPU-Cuda,compute-block-C-result
0.268700,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.032977,1,4,GPU-Cuda,move-block-C-to-global-C
6.223339,1,4,GPU-Cuda,compute-col-block-B
0.000002,1,4,GPU-Cuda,get-ready-allgatherv
6.617539,1,4,GPU-Cuda,perform-allgatherv
1.330780,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.256400,1,4,GPU-Cuda,compute-block-C-result
0.268650,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.027483,1,4,GPU-Cuda,move-block-C-to-global-C
6.249323,1,4,GPU-Cuda,compute-col-block-B
0.000001,1,4,GPU-Cuda,get-ready-allgatherv
6.623688,1,4,GPU-Cuda,perform-allgatherv
1.332839,1,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.261918,1,4,GPU-Cuda,compute-block-C-result
0.268746,1,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.032652,1,4,GPU-Cuda,move-block-C-to-global-C
102.163811,0,4,GPU-Cuda,init-A-B-C
1.357668,0,4,GPU-Cuda,Copy-A-and-C-to-device
5.610608,0,4,GPU-Cuda,compute-col-block-B
0.000002,0,4,GPU-Cuda,get-ready-allgatherv
6.441163,0,4,GPU-Cuda,perform-allgatherv
1.355126,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.667322,0,4,GPU-Cuda,compute-block-C-result
0.269037,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.024073,0,4,GPU-Cuda,move-block-C-to-global-C
5.881104,0,4,GPU-Cuda,compute-col-block-B
0.000001,0,4,GPU-Cuda,get-ready-allgatherv
6.515355,0,4,GPU-Cuda,perform-allgatherv
1.375453,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.258263,0,4,GPU-Cuda,compute-block-C-result
0.268783,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.024443,0,4,GPU-Cuda,move-block-C-to-global-C
5.904395,0,4,GPU-Cuda,compute-col-block-B
0.000002,0,4,GPU-Cuda,get-ready-allgatherv
6.533298,0,4,GPU-Cuda,perform-allgatherv
1.382195,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.256694,0,4,GPU-Cuda,compute-block-C-result
0.268621,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.024295,0,4,GPU-Cuda,move-block-C-to-global-C
5.927080,0,4,GPU-Cuda,compute-col-block-B
0.000001,0,4,GPU-Cuda,get-ready-allgatherv
6.535191,0,4,GPU-Cuda,perform-allgatherv
1.379787,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.258059,0,4,GPU-Cuda,compute-block-C-result
0.268762,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.024645,0,4,GPU-Cuda,move-block-C-to-global-C
102.164372,3,4,GPU-Cuda,init-A-B-C
1.333884,3,4,GPU-Cuda,Copy-A-and-C-to-device
5.601323,3,4,GPU-Cuda,compute-col-block-B
0.000003,3,4,GPU-Cuda,get-ready-allgatherv
6.567862,3,4,GPU-Cuda,perform-allgatherv
1.331862,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.715087,3,4,GPU-Cuda,compute-block-C-result
0.269067,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.028342,3,4,GPU-Cuda,move-block-C-to-global-C
5.927693,3,4,GPU-Cuda,compute-col-block-B
0.000001,3,4,GPU-Cuda,get-ready-allgatherv
6.825078,3,4,GPU-Cuda,perform-allgatherv
1.313450,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.271923,3,4,GPU-Cuda,compute-block-C-result
0.268590,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.028365,3,4,GPU-Cuda,move-block-C-to-global-C
5.921208,3,4,GPU-Cuda,compute-col-block-B
0.000001,3,4,GPU-Cuda,get-ready-allgatherv
6.898772,3,4,GPU-Cuda,perform-allgatherv
1.313327,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.266253,3,4,GPU-Cuda,compute-block-C-result
0.268657,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.028987,3,4,GPU-Cuda,move-block-C-to-global-C
5.940979,3,4,GPU-Cuda,compute-col-block-B
0.000001,3,4,GPU-Cuda,get-ready-allgatherv
6.899531,3,4,GPU-Cuda,perform-allgatherv
1.313721,3,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.272253,3,4,GPU-Cuda,compute-block-C-result
0.268593,3,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.028237,3,4,GPU-Cuda,move-block-C-to-global-C
102.216760,0,4,GPU-Cuda,init-A-B-C
1.349056,0,4,GPU-Cuda,Copy-A-and-C-to-device
5.612534,0,4,GPU-Cuda,compute-col-block-B
0.000003,0,4,GPU-Cuda,get-ready-allgatherv
6.487577,0,4,GPU-Cuda,perform-allgatherv
1.358875,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
4.683701,0,4,GPU-Cuda,compute-block-C-result
0.276208,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.035547,0,4,GPU-Cuda,move-block-C-to-global-C
5.916607,0,4,GPU-Cuda,compute-col-block-B
0.000002,0,4,GPU-Cuda,get-ready-allgatherv
6.579799,0,4,GPU-Cuda,perform-allgatherv
1.340352,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.265306,0,4,GPU-Cuda,compute-block-C-result
0.280899,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.040668,0,4,GPU-Cuda,move-block-C-to-global-C
5.913998,0,4,GPU-Cuda,compute-col-block-B
0.000001,0,4,GPU-Cuda,get-ready-allgatherv
6.594223,0,4,GPU-Cuda,perform-allgatherv
1.333615,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.269921,0,4,GPU-Cuda,compute-block-C-result
0.276801,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.035493,0,4,GPU-Cuda,move-block-C-to-global-C
5.936596,0,4,GPU-Cuda,compute-col-block-B
0.000001,0,4,GPU-Cuda,get-ready-allgatherv
6.594445,0,4,GPU-Cuda,perform-allgatherv
1.334191,0,4,GPU-Cuda,copy-column-B-cpu-to-gpu
3.269903,0,4,GPU-Cuda,compute-block-C-result
0.279298,0,4,GPU-Cuda,copy-block-C-gpu-to-cpu
1.038188,0,4,GPU-Cuda,move-block-C-to-global-C
51.104016,4,8,GPU-Cuda,init-A-B-C
0.667822,4,8,GPU-Cuda,Copy-A-and-C-to-device
2.377885,4,8,GPU-Cuda,compute-col-block-B
0.000002,4,8,GPU-Cuda,get-ready-allgatherv
1.942856,4,8,GPU-Cuda,perform-allgatherv
0.664020,4,8,GPU-Cuda,copy-column-B-cpu-to-gpu
2.197403,4,8,GPU-Cuda,compute-block-C-result
0.067741,4,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.256651,4,8,GPU-Cuda,move-block-C-to-global-C
2.665454,4,8,GPU-Cuda,compute-col-block-B
0.000001,4,8,GPU-Cuda,get-ready-allgatherv
1.697810,4,8,GPU-Cuda,perform-allgatherv
0.595854,4,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.638436,4,8,GPU-Cuda,compute-block-C-result
0.067627,4,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.254680,4,8,GPU-Cuda,move-block-C-to-global-C
2.603685,4,8,GPU-Cuda,compute-col-block-B
0.000002,4,8,GPU-Cuda,get-ready-allgatherv
2.304226,4,8,GPU-Cuda,perform-allgatherv
0.639174,4,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.647397,4,8,GPU-Cuda,compute-block-C-result
0.067611,4,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.256607,4,8,GPU-Cuda,move-block-C-to-global-C
2.757296,4,8,GPU-Cuda,compute-col-block-B
0.000002,4,8,GPU-Cuda,get-ready-allgatherv
1.715016,4,8,GPU-Cuda,perform-allgatherv
0.666798,4,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.640724,4,8,GPU-Cuda,compute-block-C-result
0.067637,4,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.256604,4,8,GPU-Cuda,move-block-C-to-global-C
2.686696,4,8,GPU-Cuda,compute-col-block-B
0.000002,4,8,GPU-Cuda,get-ready-allgatherv
1.826045,4,8,GPU-Cuda,perform-allgatherv
0.593759,4,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.644664,4,8,GPU-Cuda,compute-block-C-result
0.067658,4,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.254580,4,8,GPU-Cuda,move-block-C-to-global-C
2.639681,4,8,GPU-Cuda,compute-col-block-B
0.000001,4,8,GPU-Cuda,get-ready-allgatherv
2.285867,4,8,GPU-Cuda,perform-allgatherv
0.638973,4,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.649802,4,8,GPU-Cuda,compute-block-C-result
0.067648,4,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.256325,4,8,GPU-Cuda,move-block-C-to-global-C
2.777354,4,8,GPU-Cuda,compute-col-block-B
0.000002,4,8,GPU-Cuda,get-ready-allgatherv
1.767319,4,8,GPU-Cuda,perform-allgatherv
0.599768,4,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.638813,4,8,GPU-Cuda,compute-block-C-result
0.067585,4,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.254750,4,8,GPU-Cuda,move-block-C-to-global-C
2.662380,4,8,GPU-Cuda,compute-col-block-B
0.000001,4,8,GPU-Cuda,get-ready-allgatherv
2.263664,4,8,GPU-Cuda,perform-allgatherv
0.640940,4,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.636248,4,8,GPU-Cuda,compute-block-C-result
0.067665,4,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.256368,4,8,GPU-Cuda,move-block-C-to-global-C
51.111611,0,8,GPU-Cuda,init-A-B-C
0.673510,0,8,GPU-Cuda,Copy-A-and-C-to-device
2.385430,0,8,GPU-Cuda,compute-col-block-B
0.000002,0,8,GPU-Cuda,get-ready-allgatherv
1.923373,0,8,GPU-Cuda,perform-allgatherv
0.672630,0,8,GPU-Cuda,copy-column-B-cpu-to-gpu
2.171271,0,8,GPU-Cuda,compute-block-C-result
0.067281,0,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.255980,0,8,GPU-Cuda,move-block-C-to-global-C
2.370473,0,8,GPU-Cuda,compute-col-block-B
0.000001,0,8,GPU-Cuda,get-ready-allgatherv
1.777638,0,8,GPU-Cuda,perform-allgatherv
0.647714,0,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.650600,0,8,GPU-Cuda,compute-block-C-result
0.067237,0,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.254257,0,8,GPU-Cuda,move-block-C-to-global-C
2.600444,0,8,GPU-Cuda,compute-col-block-B
0.000001,0,8,GPU-Cuda,get-ready-allgatherv
2.238560,0,8,GPU-Cuda,perform-allgatherv
0.654932,0,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.693429,0,8,GPU-Cuda,compute-block-C-result
0.067226,0,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.256301,0,8,GPU-Cuda,move-block-C-to-global-C
2.706788,0,8,GPU-Cuda,compute-col-block-B
0.000003,0,8,GPU-Cuda,get-ready-allgatherv
1.688256,0,8,GPU-Cuda,perform-allgatherv
0.667088,0,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.650219,0,8,GPU-Cuda,compute-block-C-result
0.067270,0,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.255975,0,8,GPU-Cuda,move-block-C-to-global-C
2.665772,0,8,GPU-Cuda,compute-col-block-B
0.000001,0,8,GPU-Cuda,get-ready-allgatherv
1.833374,0,8,GPU-Cuda,perform-allgatherv
0.640711,0,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.650866,0,8,GPU-Cuda,compute-block-C-result
0.067281,0,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.254310,0,8,GPU-Cuda,move-block-C-to-global-C
2.646545,0,8,GPU-Cuda,compute-col-block-B
0.000002,0,8,GPU-Cuda,get-ready-allgatherv
2.212107,0,8,GPU-Cuda,perform-allgatherv
0.653186,0,8,GPU-Cuda,copy-column-B-cpu-to-gpu
0.651568,0,8,GPU-Cuda,compute-block-C-result
0.067285,0,8,GPU-Cuda,copy-block-C-gpu-to-cpu
0.255225,0,8,GPU-Cuda,move-block-C-to-global-C
2.765245,0,8,GPU-Cuda,compute-col-block-B
0.000002,0,8,GPU-Cuda,get-ready-allgatherv
1.774908,0,8,GPU-Cuda,perform-allgatherv
0.653964,0,8,GPU-Cuda,copy-column-B-cpu-to-gpu
